stop_name,sr_number,category,complaint_description,created_date,age_days,age_years,age_band
UT Dean Keeton Station (NB),SR23000550,Missing Benches,No benches at UT Dean Keeton Station (NB) bus stop,2024-05-12,700,1.917808219178082,1–2 years
UT Dean Keeton Station (NB),SR23000588,Missing Shelter,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,2024-05-23,689,1.887671232876712,1–2 years
UT Dean Keeton Station (NB),SR23000558,Missing Benches,Request bench installation at UT Dean Keeton Station (NB),2024-06-26,655,1.7945205479452055,1–2 years
UT Dean Keeton Station (NB),SR23000601,Safety Concerns,Request safety improvements at UT Dean Keeton Station (NB) stop,2024-07-04,647,1.772602739726027,1–2 years
UT Dean Keeton Station (NB),SR23000570,Missing Benches,Missing seating at UT Dean Keeton Station (NB) transit stop,2024-07-19,632,1.7315068493150685,1–2 years
UT Dean Keeton Station (NB),SR23000528,Missing Shelter,No shelter at UT Dean Keeton Station (NB) transit stop,2024-08-13,607,1.663013698630137,1–2 years
UT Dean Keeton Station (NB),SR23000603,Missing Benches,Missing seating at UT Dean Keeton Station (NB) transit stop,2024-10-23,536,1.4684931506849317,1–2 years
UT Dean Keeton Station (NB),SR23000616,Safety (Lighting),Transit stop UT Dean Keeton Station (NB) needs better lighting,2024-11-02,526,1.441095890410959,1–2 years
UT Dean Keeton Station (NB),SR23000564,Weather Exposure,Bus stop UT Dean Keeton Station (NB) exposed to extreme heat/sun,2024-11-17,511,1.4,1–2 years
UT Dean Keeton Station (NB),SR23000554,Missing Benches,No benches at UT Dean Keeton Station (NB) bus stop,2024-11-25,503,1.378082191780822,1–2 years
UT Dean Keeton Station (NB),SR23000578,Other,Riders have nowhere to sit at UT Dean Keeton Station (NB),2024-11-30,498,1.3643835616438356,1–2 years
UT Dean Keeton Station (NB),SR23000530,Safety Concerns,Feeling unsafe waiting at UT Dean Keeton Station (NB),2024-12-06,492,1.347945205479452,1–2 years
UT Dean Keeton Station (NB),SR23000542,Missing Benches,Missing seating at UT Dean Keeton Station (NB) transit stop,2024-12-07,491,1.3452054794520547,1–2 years
UT Dean Keeton Station (NB),SR23000587,Weather Exposure,Bus stop UT Dean Keeton Station (NB) exposed to extreme heat/sun,2025-02-17,419,1.147945205479452,1–2 years
UT Dean Keeton Station (NB),SR23000567,Missing Shelter,No shelter at UT Dean Keeton Station (NB) transit stop,2025-02-19,417,1.1424657534246576,1–2 years
UT Dean Keeton Station (NB),SR23000608,Other,Riders have nowhere to sit at UT Dean Keeton Station (NB),2025-02-26,410,1.1232876712328768,1–2 years
UT Dean Keeton Station (NB),SR23000562,Weather Exposure,Bus stop UT Dean Keeton Station (NB) exposed to extreme heat/sun,2025-03-22,386,1.0575342465753426,1–2 years
UT Dean Keeton Station (NB),SR23000615,Missing Benches,No benches at UT Dean Keeton Station (NB) bus stop,2025-03-24,384,1.0520547945205478,1–2 years
UT Dean Keeton Station (NB),SR23000571,Missing Shelter,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,2025-03-26,382,1.0465753424657531,1–2 years
UT Dean Keeton Station (NB),SR23000612,Weather Exposure,Bus stop UT Dean Keeton Station (NB) exposed to extreme heat/sun,2025-05-04,343,0.9397260273972604,< 1 year
UT Dean Keeton Station (NB),SR23000598,Missing Benches,Missing seating at UT Dean Keeton Station (NB) transit stop,2025-06-06,310,0.8493150684931506,< 1 year
UT Dean Keeton Station (NB),SR23000617,Safety Concerns,Request safety improvements at UT Dean Keeton Station (NB) stop,2025-06-11,305,0.8356164383561644,< 1 year
UT Dean Keeton Station (NB),SR23000556,Missing Benches,Missing seating at UT Dean Keeton Station (NB) transit stop,2025-06-12,304,0.8328767123287671,< 1 year
UT Dean Keeton Station (NB),SR23000540,Missing Shelter,No shelter at UT Dean Keeton Station (NB) transit stop,2025-06-16,300,0.821917808219178,< 1 year
UT Dean Keeton Station (NB),SR23000623,Missing Benches,Request bench installation at UT Dean Keeton Station (NB),2025-07-03,283,0.7753424657534247,< 1 year
UT Dean Keeton Station (NB),SR23000555,Missing Shelter,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,2025-07-07,279,0.7643835616438356,< 1 year
UT Dean Keeton Station (NB),SR23000541,Missing Shelter,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,2025-08-16,239,0.6547945205479452,< 1 year
UT Dean Keeton Station (NB),SR23000545,Missing Shelter,Request shelter installation at UT Dean Keeton Station (NB),2025-09-25,199,0.5452054794520548,< 1 year
UT Dean Keeton Station (NB),SR23000582,Missing Shelter,No shelter at UT Dean Keeton Station (NB) transit stop,2025-09-30,194,0.5315068493150685,< 1 year
UT Dean Keeton Station (NB),SR23000584,Missing Benches,No benches at UT Dean Keeton Station (NB) bus stop,2025-10-28,166,0.4547945205479452,< 1 year
UT Dean Keeton Station (NB),SR23000560,Missing Shelter,Request shelter installation at UT Dean Keeton Station (NB),2025-11-13,150,0.410958904109589,< 1 year
UT Dean Keeton Station (NB),SR23000591,Missing Benches,No benches at UT Dean Keeton Station (NB) bus stop,2025-11-27,136,0.3726027397260274,< 1 year
UT Dean Keeton Station (NB),SR23000565,Missing Benches,No benches at UT Dean Keeton Station (NB) bus stop,2025-11-29,134,0.3671232876712328,< 1 year
UT Dean Keeton Station (NB),SR23000586,Missing Shelter,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,2025-12-11,122,0.3342465753424657,< 1 year
UT Dean Keeton Station (NB),SR23000592,Missing Benches,Missing seating at UT Dean Keeton Station (NB) transit stop,2025-12-23,110,0.3013698630136986,< 1 year
UT Dean Keeton Station (NB),SR23000573,Missing Benches,No benches at UT Dean Keeton Station (NB) bus stop,2025-12-24,109,0.2986301369863013,< 1 year
UT Dean Keeton Station (NB),SR23000568,Safety Concerns,Feeling unsafe waiting at UT Dean Keeton Station (NB),2026-01-09,93,0.2547945205479452,< 1 year
UT Dean Keeton Station (NB),SR23000551,Safety Concerns,Request safety improvements at UT Dean Keeton Station (NB) stop,2026-01-29,73,0.2,< 1 year
UT Dean Keeton Station (NB),SR23000537,Missing Shelter,No shelter at UT Dean Keeton Station (NB) transit stop,2026-02-03,68,0.1863013698630137,< 1 year
UT Dean Keeton Station (NB),SR23000597,Missing Shelter,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,2026-02-24,47,0.1287671232876712,< 1 year
UT Dean Keeton Station (NB),SR23000566,Missing Shelter,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,2026-02-26,45,0.1232876712328767,< 1 year
UT Dean Keeton Station (NB),SR23000624,Missing Shelter,No weather protection at UT Dean Keeton Station (NB) transit stop,2026-03-04,39,0.1068493150684931,< 1 year
UT Dean Keeton Station (NB),SR23000539,Missing Shelter,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,2026-03-08,35,0.0958904109589041,< 1 year
UT Dean Keeton Station (NB),SR23000536,Missing Shelter,No shelter at UT Dean Keeton Station (NB) transit stop,2026-03-13,30,0.0821917808219178,< 1 year
UT Dean Keeton Station (NB),SR23000535,Missing Shelter,Transit stop UT Dean Keeton Station (NB) needs weather shelter,2026-04-03,9,0.0246575342465753,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000674,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,2023-01-16,1182,3.2383561643835614,3+ years
Vic Mathias/Auditorium Shores (SB),SR23000680,Missing Shelter,Request shelter installation at Vic Mathias/Auditorium Shores (SB),2023-02-02,1165,3.191780821917808,3+ years
Vic Mathias/Auditorium Shores (SB),SR23000664,Missing Shelter,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,2023-02-05,1162,3.1835616438356165,3+ years
Vic Mathias/Auditorium Shores (SB),SR23000711,Missing Shelter,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,2023-02-07,1160,3.1780821917808217,3+ years
Vic Mathias/Auditorium Shores (SB),SR23000691,Other,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),2023-02-26,1141,3.126027397260274,3+ years
Vic Mathias/Auditorium Shores (SB),SR23000683,Missing Shelter,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,2023-03-15,1124,3.0794520547945203,3+ years
Vic Mathias/Auditorium Shores (SB),SR23000644,Missing Shelter,Request shelter installation at Vic Mathias/Auditorium Shores (SB),2023-04-14,1094,2.997260273972602,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000712,Missing Benches,Request bench installation at Vic Mathias/Auditorium Shores (SB),2023-05-04,1074,2.9424657534246577,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000649,Missing Shelter,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,2023-05-04,1074,2.9424657534246577,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000717,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,2023-06-06,1041,2.852054794520548,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000639,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,2023-07-06,1011,2.76986301369863,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000628,Missing Shelter,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,2023-07-17,1000,2.73972602739726,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000640,Weather Exposure,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,2023-07-30,987,2.704109589041096,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000696,Other,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),2023-08-13,973,2.665753424657534,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000685,Missing Benches,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,2023-09-16,939,2.5726027397260274,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000641,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,2023-09-25,930,2.547945205479452,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000651,Missing Shelter,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,2023-10-08,917,2.5123287671232877,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000710,Safety Concerns,Request safety improvements at Vic Mathias/Auditorium Shores (SB) stop,2023-11-02,892,2.4438356164383563,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000632,Missing Shelter,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,2023-11-07,887,2.43013698630137,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000704,Other,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),2023-11-08,886,2.4273972602739726,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000682,Missing Shelter,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,2023-11-22,872,2.389041095890411,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000630,Missing Shelter,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,2023-12-28,836,2.2904109589041095,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000708,Safety Concerns,Feeling unsafe waiting at Vic Mathias/Auditorium Shores (SB),2024-01-27,806,2.208219178082192,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000675,Missing Benches,Missing seating at Vic Mathias/Auditorium Shores (SB) transit stop,2024-01-31,802,2.197260273972603,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000695,Missing Shelter,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,2024-02-10,792,2.16986301369863,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000697,Missing Benches,Request bench installation at Vic Mathias/Auditorium Shores (SB),2024-02-22,780,2.136986301369863,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000718,Other,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),2024-02-27,775,2.1232876712328768,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000716,Missing Shelter,No weather protection at Vic Mathias/Auditorium Shores (SB) transit stop,2024-03-11,762,2.0876712328767124,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000669,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,2024-03-27,746,2.043835616438356,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000670,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,2024-04-04,738,2.021917808219178,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000660,Missing Shelter,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,2024-04-06,736,2.0164383561643837,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000663,Missing Benches,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,2024-04-07,735,2.0136986301369864,2–3 years
Vic Mathias/Auditorium Shores (SB),SR23000679,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,2024-04-15,727,1.991780821917808,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000678,Other,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),2024-05-01,711,1.947945205479452,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000666,Missing Shelter,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,2024-05-23,689,1.887671232876712,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000687,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,2024-06-20,661,1.810958904109589,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000638,Weather Exposure,Bus stop Vic Mathias/Auditorium Shores (SB) exposed to extreme heat/sun,2024-06-30,651,1.7835616438356163,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000714,Missing Benches,Request bench installation at Vic Mathias/Auditorium Shores (SB),2024-08-10,610,1.6712328767123288,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000625,Other,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),2024-09-30,559,1.5315068493150683,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000694,Missing Shelter,Request shelter installation at Vic Mathias/Auditorium Shores (SB),2024-10-01,558,1.5287671232876712,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000642,Missing Benches,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,2024-10-17,542,1.484931506849315,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000690,Missing Shelter,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,2024-10-30,529,1.4493150684931506,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000643,Weather Exposure,Bus stop Vic Mathias/Auditorium Shores (SB) exposed to extreme heat/sun,2024-11-17,511,1.4,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000659,Weather Exposure,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,2024-11-25,503,1.378082191780822,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000713,Missing Benches,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,2024-11-26,502,1.3753424657534246,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000650,Missing Benches,Request bench installation at Vic Mathias/Auditorium Shores (SB),2024-12-05,493,1.3506849315068492,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000689,Missing Shelter,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,2024-12-17,481,1.3178082191780822,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000671,Other,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),2024-12-21,477,1.3068493150684932,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000654,Missing Benches,Request bench installation at Vic Mathias/Auditorium Shores (SB),2024-12-28,470,1.2876712328767124,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000715,Missing Shelter,No weather protection at Vic Mathias/Auditorium Shores (SB) transit stop,2025-01-11,456,1.2493150684931509,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000645,Missing Shelter,Request shelter installation at Vic Mathias/Auditorium Shores (SB),2025-01-26,441,1.2082191780821918,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000677,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,2025-03-12,396,1.084931506849315,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000698,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,2025-03-26,382,1.0465753424657531,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000681,Missing Shelter,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,2025-03-28,380,1.0410958904109588,1–2 years
Vic Mathias/Auditorium Shores (SB),SR23000665,Missing Shelter,No weather protection at Vic Mathias/Auditorium Shores (SB) transit stop,2025-06-01,315,0.863013698630137,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000636,Safety Concerns,Request safety improvements at Vic Mathias/Auditorium Shores (SB) stop,2025-06-09,307,0.8410958904109589,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000672,Missing Benches,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,2025-08-12,243,0.6657534246575343,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000707,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,2025-09-04,220,0.6027397260273972,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000688,Missing Benches,Missing seating at Vic Mathias/Auditorium Shores (SB) transit stop,2025-09-07,217,0.5945205479452055,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000662,Missing Shelter,Request shelter installation at Vic Mathias/Auditorium Shores (SB),2025-09-19,205,0.5616438356164384,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000635,Weather Exposure,Bus stop Vic Mathias/Auditorium Shores (SB) exposed to extreme heat/sun,2025-09-25,199,0.5452054794520548,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000631,Missing Shelter,Request shelter installation at Vic Mathias/Auditorium Shores (SB),2025-09-26,198,0.5424657534246575,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000676,Safety Concerns,Feeling unsafe waiting at Vic Mathias/Auditorium Shores (SB),2025-11-11,152,0.4164383561643835,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000673,Missing Benches,Missing seating at Vic Mathias/Auditorium Shores (SB) transit stop,2025-11-12,151,0.4136986301369863,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000627,Missing Benches,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,2025-11-28,135,0.3698630136986301,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000703,Weather Exposure,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,2025-12-27,106,0.2904109589041095,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000655,Missing Shelter,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,2026-01-06,96,0.2630136986301369,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000693,Weather Exposure,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,2026-01-13,89,0.2438356164383561,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000719,Missing Shelter,Request shelter installation at Vic Mathias/Auditorium Shores (SB),2026-01-17,85,0.2328767123287671,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000705,Safety Concerns,Feeling unsafe waiting at Vic Mathias/Auditorium Shores (SB),2026-02-03,68,0.1863013698630137,< 1 year
Vic Mathias/Auditorium Shores (SB),SR23000637,Missing Benches,Request bench installation at Vic Mathias/Auditorium Shores (SB),2026-02-22,49,0.1342465753424657,< 1 year
West 38th Station (SB),SR23001245,Weather Exposure,Riders getting wet at West 38th Station (SB) during rain,2023-01-04,1194,3.271232876712329,3+ years
West 38th Station (SB),SR23001263,Other,Riders have nowhere to sit at West 38th Station (SB),2023-02-06,1161,3.180821917808219,3+ years
West 38th Station (SB),SR23001286,Missing Benches,Request bench installation at West 38th Station (SB),2023-02-18,1149,3.147945205479452,3+ years
West 38th Station (SB),SR23001280,Safety Concerns,Request safety improvements at West 38th Station (SB) stop,2023-02-26,1141,3.126027397260274,3+ years
West 38th Station (SB),SR23001258,Missing Shelter,No shelter at West 38th Station (SB) transit stop,2023-02-27,1140,3.1232876712328768,3+ years
West 38th Station (SB),SR23001241,Missing Shelter,Request shelter installation at West 38th Station (SB),2023-03-12,1127,3.0876712328767124,3+ years
West 38th Station (SB),SR23001243,Missing Shelter,Transit stop West 38th Station (SB) needs shelter for rider protection,2023-03-13,1126,3.084931506849315,3+ years
West 38th Station (SB),SR23001273,Missing Shelter,No shelter at West 38th Station (SB) transit stop,2023-03-17,1122,3.073972602739726,3+ years
West 38th Station (SB),SR23001221,Weather Exposure,Riders getting wet at West 38th Station (SB) during rain,2023-03-31,1108,3.0356164383561643,3+ years
West 38th Station (SB),SR23001269,Safety (Lighting),Safety concerns at West 38th Station (SB) bus stop after dark,2023-04-04,1104,3.0246575342465754,3+ years
West 38th Station (SB),SR23001270,Missing Benches,No benches at West 38th Station (SB) bus stop,2023-05-06,1072,2.936986301369863,2–3 years
West 38th Station (SB),SR23001247,Missing Shelter,Transit stop West 38th Station (SB) needs weather shelter,2023-05-13,1065,2.9178082191780823,2–3 years
West 38th Station (SB),SR23001282,Missing Benches,Request bench installation at West 38th Station (SB),2023-05-15,1063,2.9123287671232876,2–3 years
West 38th Station (SB),SR23001264,Missing Shelter,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,2023-07-24,993,2.7205479452054795,2–3 years
West 38th Station (SB),SR23001288,Missing Shelter,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,2023-08-26,960,2.6301369863013697,2–3 years
West 38th Station (SB),SR23001272,Missing Shelter,Transit stop West 38th Station (SB) needs shelter for rider protection,2023-09-05,950,2.6027397260273974,2–3 years
West 38th Station (SB),SR23001267,Other,Riders have nowhere to sit at West 38th Station (SB),2023-10-06,919,2.5178082191780824,2–3 years
West 38th Station (SB),SR23001261,Weather Exposure,Bus stop West 38th Station (SB) exposed to extreme heat/sun,2023-10-30,895,2.452054794520548,2–3 years
West 38th Station (SB),SR23001257,Weather Exposure,Riders getting wet at West 38th Station (SB) during rain,2023-11-16,878,2.405479452054794,2–3 years
West 38th Station (SB),SR23001225,Missing Shelter,No shelter at West 38th Station (SB) transit stop,2024-02-01,801,2.1945205479452055,2–3 years
West 38th Station (SB),SR23001238,Missing Shelter,Request shelter installation at West 38th Station (SB),2024-02-22,780,2.136986301369863,2–3 years
West 38th Station (SB),SR23001223,Missing Shelter,No shelter at West 38th Station (SB) transit stop,2024-05-17,695,1.904109589041096,1–2 years
West 38th Station (SB),SR23001252,Weather Exposure,Bus stop West 38th Station (SB) exposed to extreme heat/sun,2024-05-18,694,1.9013698630136984,1–2 years
West 38th Station (SB),SR23001255,Missing Shelter,Request shelter installation at West 38th Station (SB),2024-06-01,680,1.8630136986301369,1–2 years
West 38th Station (SB),SR23001285,Missing Shelter,Transit stop West 38th Station (SB) needs weather shelter,2024-06-02,679,1.8602739726027395,1–2 years
West 38th Station (SB),SR23001290,Missing Shelter,Transit stop West 38th Station (SB) needs weather shelter,2024-09-11,578,1.5835616438356164,1–2 years
West 38th Station (SB),SR23001227,Missing Benches,Missing seating at West 38th Station (SB) transit stop,2024-09-27,562,1.5397260273972602,1–2 years
West 38th Station (SB),SR23001236,Missing Shelter,Transit stop West 38th Station (SB) needs shelter for rider protection,2024-09-27,562,1.5397260273972602,1–2 years
West 38th Station (SB),SR23001275,Missing Benches,Missing seating at West 38th Station (SB) transit stop,2024-09-28,561,1.536986301369863,1–2 years
West 38th Station (SB),SR23001249,Missing Shelter,No shelter at West 38th Station (SB) transit stop,2024-09-29,560,1.5342465753424657,1–2 years
West 38th Station (SB),SR23001239,Missing Shelter,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,2024-10-17,542,1.484931506849315,1–2 years
West 38th Station (SB),SR23001291,Missing Shelter,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,2024-10-25,534,1.463013698630137,1–2 years
West 38th Station (SB),SR23001287,Missing Benches,Missing seating at West 38th Station (SB) transit stop,2024-10-26,533,1.4602739726027398,1–2 years
West 38th Station (SB),SR23001237,Missing Shelter,Request shelter installation at West 38th Station (SB),2024-11-05,523,1.4328767123287671,1–2 years
West 38th Station (SB),SR23001240,Missing Benches,Request bench installation at West 38th Station (SB),2024-11-20,508,1.3917808219178085,1–2 years
West 38th Station (SB),SR23001284,Missing Shelter,Request shelter installation at West 38th Station (SB),2024-12-07,491,1.3452054794520547,1–2 years
West 38th Station (SB),SR23001276,Missing Shelter,Transit stop West 38th Station (SB) needs shelter for rider protection,2024-12-25,473,1.295890410958904,1–2 years
West 38th Station (SB),SR23001224,Missing Shelter,Request shelter installation at West 38th Station (SB),2024-12-27,471,1.2904109589041095,1–2 years
West 38th Station (SB),SR23001268,Missing Shelter,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,2025-01-01,466,1.2767123287671234,1–2 years
West 38th Station (SB),SR23001283,Missing Shelter,Transit stop West 38th Station (SB) needs weather shelter,2025-01-24,443,1.2136986301369863,1–2 years
West 38th Station (SB),SR23001278,Missing Shelter,Transit stop West 38th Station (SB) needs shelter for rider protection,2025-01-25,442,1.210958904109589,1–2 years
West 38th Station (SB),SR23001220,Other,Riders have nowhere to sit at West 38th Station (SB),2025-02-16,420,1.1506849315068493,1–2 years
West 38th Station (SB),SR23001233,Other,Riders have nowhere to sit at West 38th Station (SB),2025-05-01,346,0.947945205479452,< 1 year
West 38th Station (SB),SR23001266,Weather Exposure,Bus stop West 38th Station (SB) exposed to extreme heat/sun,2025-05-02,345,0.9452054794520548,< 1 year
West 38th Station (SB),SR23001256,Weather Exposure,Bus stop West 38th Station (SB) exposed to extreme heat/sun,2025-05-12,335,0.9178082191780822,< 1 year
West 38th Station (SB),SR23001289,Missing Shelter,No shelter at West 38th Station (SB) transit stop,2025-05-19,328,0.8986301369863013,< 1 year
West 38th Station (SB),SR23001260,Missing Shelter,No shelter at West 38th Station (SB) transit stop,2025-07-01,285,0.7808219178082192,< 1 year
West 38th Station (SB),SR23001246,Missing Shelter,Bus stop at West 38th Station (SB) missing shelter - riders exposed to weather,2025-08-31,224,0.6136986301369863,< 1 year
West 38th Station (SB),SR23001242,Missing Benches,Missing seating at West 38th Station (SB) transit stop,2025-09-28,196,0.536986301369863,< 1 year
West 38th Station (SB),SR23001230,Missing Shelter,No shelter at West 38th Station (SB) transit stop,2025-10-30,164,0.4493150684931506,< 1 year
West 38th Station (SB),SR23001244,Missing Shelter,Transit stop West 38th Station (SB) needs weather shelter,2025-11-24,139,0.3808219178082191,< 1 year
West 38th Station (SB),SR23001248,Missing Shelter,Request shelter installation at West 38th Station (SB),2025-11-27,136,0.3726027397260274,< 1 year
West 38th Station (SB),SR23001259,Safety Concerns,Feeling unsafe waiting at West 38th Station (SB),2025-12-22,111,0.3041095890410959,< 1 year
West 38th Station (SB),SR23001235,Weather Exposure,Bus stop West 38th Station (SB) exposed to extreme heat/sun,2026-02-25,46,0.1260273972602739,< 1 year
West 38th Station (SB),SR23001279,Missing Shelter,No shelter at West 38th Station (SB) transit stop,2026-03-11,32,0.0876712328767123,< 1 year
