Service Request (SR) Number,SR Description,Owning Department,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
SR23000325,Transit stop Lavaca/4th needs weather shelter,Transportation,Phone,Closed,08/27/2023 12:00:00 AM,08/27/2023 12:00:00 AM,08/27/2023 12:00:00 AM,08/27/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000326,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Closed,01/29/2023 12:00:00 AM,01/29/2023 12:00:00 AM,01/29/2023 12:00:00 AM,01/29/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000327,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Open,10/01/2025 12:00:00 AM,10/01/2025 12:00:00 AM,10/01/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000328,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Open,04/12/2025 12:00:00 AM,04/12/2025 12:00:00 AM,04/12/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000329,Bus stop Lavaca/4th exposed to extreme heat/sun,Transportation,Phone,Open,07/04/2025 12:00:00 AM,07/04/2025 12:00:00 AM,07/04/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000330,Request shelter installation at Lavaca/4th,Transportation,Phone,Open,11/04/2024 12:00:00 AM,11/04/2024 12:00:00 AM,11/04/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000331,Safety concerns at Lavaca/4th bus stop after dark,Transportation,Phone,Open,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000332,Missing seating at Lavaca/4th transit stop,Transportation,Phone,Open,09/17/2025 12:00:00 AM,09/17/2025 12:00:00 AM,09/17/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000333,Riders have nowhere to sit at Lavaca/4th,Transportation,Phone,Open,05/06/2024 12:00:00 AM,05/06/2024 12:00:00 AM,05/06/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000334,No shelter at Lavaca/4th transit stop,Transportation,Phone,Closed,09/08/2025 12:00:00 AM,09/08/2025 12:00:00 AM,09/08/2025 12:00:00 AM,09/08/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000335,Riders getting wet at Lavaca/4th during rain,Transportation,Phone,Open,02/05/2026 12:00:00 AM,02/05/2026 12:00:00 AM,02/05/2026 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000336,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Open,01/06/2025 12:00:00 AM,01/06/2025 12:00:00 AM,01/06/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000337,Riders have nowhere to sit at Lavaca/4th,Transportation,Phone,Closed,10/29/2023 12:00:00 AM,10/29/2023 12:00:00 AM,10/29/2023 12:00:00 AM,10/29/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000338,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Open,11/27/2024 12:00:00 AM,11/27/2024 12:00:00 AM,11/27/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000339,No benches at Lavaca/4th bus stop,Transportation,Phone,Open,05/18/2023 12:00:00 AM,05/18/2023 12:00:00 AM,05/18/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000340,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000341,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Open,02/08/2024 12:00:00 AM,02/08/2024 12:00:00 AM,02/08/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000342,Request shelter installation at Lavaca/4th,Transportation,Phone,Closed,10/04/2025 12:00:00 AM,10/04/2025 12:00:00 AM,10/04/2025 12:00:00 AM,10/04/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000343,Riders getting wet at Lavaca/4th during rain,Transportation,Phone,Open,10/08/2024 12:00:00 AM,10/08/2024 12:00:00 AM,10/08/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000344,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,04/08/2024 12:00:00 AM,04/08/2024 12:00:00 AM,04/08/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000345,Request bench installation at Lavaca/4th,Transportation,Phone,Open,04/02/2024 12:00:00 AM,04/02/2024 12:00:00 AM,04/02/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000346,No benches at Lavaca/4th bus stop,Transportation,Phone,Open,10/29/2023 12:00:00 AM,10/29/2023 12:00:00 AM,10/29/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000347,Request shelter installation at Lavaca/4th,Transportation,Phone,Open,01/07/2024 12:00:00 AM,01/07/2024 12:00:00 AM,01/07/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000348,Safety concerns at Lavaca/4th bus stop after dark,Transportation,Phone,Open,02/20/2025 12:00:00 AM,02/20/2025 12:00:00 AM,02/20/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000349,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,10/03/2025 12:00:00 AM,10/03/2025 12:00:00 AM,10/03/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000350,Riders have nowhere to sit at Lavaca/4th,Transportation,Phone,Open,12/08/2023 12:00:00 AM,12/08/2023 12:00:00 AM,12/08/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000351,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Closed,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000352,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Closed,10/10/2025 12:00:00 AM,10/10/2025 12:00:00 AM,10/10/2025 12:00:00 AM,10/10/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000353,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,02/20/2023 12:00:00 AM,02/20/2023 12:00:00 AM,02/20/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000354,Request bench installation at Lavaca/4th,Transportation,Phone,Closed,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,11/16/2024 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000355,No benches at Lavaca/4th bus stop,Transportation,Phone,Closed,05/22/2023 12:00:00 AM,05/22/2023 12:00:00 AM,05/22/2023 12:00:00 AM,05/22/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000356,Riders have nowhere to sit at Lavaca/4th,Transportation,Phone,Closed,10/25/2025 12:00:00 AM,10/25/2025 12:00:00 AM,10/25/2025 12:00:00 AM,10/25/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000357,Request safety improvements at Lavaca/4th stop,Transportation,Phone,Open,12/22/2025 12:00:00 AM,12/22/2025 12:00:00 AM,12/22/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000358,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Open,05/08/2023 12:00:00 AM,05/08/2023 12:00:00 AM,05/08/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000359,Safety concerns at Lavaca/4th bus stop after dark,Transportation,Phone,Open,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,09/21/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000360,Missing seating at Lavaca/4th transit stop,Transportation,Phone,Closed,03/24/2026 12:00:00 AM,03/24/2026 12:00:00 AM,03/24/2026 12:00:00 AM,03/24/2026 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000361,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Closed,01/24/2025 12:00:00 AM,01/24/2025 12:00:00 AM,01/24/2025 12:00:00 AM,01/24/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000362,Request bench installation at Lavaca/4th,Transportation,Phone,Open,01/11/2023 12:00:00 AM,01/11/2023 12:00:00 AM,01/11/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000363,Request shelter installation at Lavaca/4th,Transportation,Phone,Open,03/14/2026 12:00:00 AM,03/14/2026 12:00:00 AM,03/14/2026 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000364,Riders getting wet at Lavaca/4th during rain,Transportation,Phone,Open,03/06/2023 12:00:00 AM,03/06/2023 12:00:00 AM,03/06/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000365,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,11/28/2025 12:00:00 AM,11/28/2025 12:00:00 AM,11/28/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000366,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Closed,05/28/2023 12:00:00 AM,05/28/2023 12:00:00 AM,05/28/2023 12:00:00 AM,05/28/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000367,Request shelter installation at Lavaca/4th,Transportation,Phone,Closed,12/08/2025 12:00:00 AM,12/08/2025 12:00:00 AM,12/08/2025 12:00:00 AM,12/08/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000368,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,01/08/2025 12:00:00 AM,01/08/2025 12:00:00 AM,01/08/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000369,Bus stop Lavaca/4th exposed to extreme heat/sun,Transportation,Phone,Open,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000370,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Closed,02/10/2023 12:00:00 AM,02/10/2023 12:00:00 AM,02/10/2023 12:00:00 AM,02/10/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000371,Request shelter installation at Lavaca/4th,Transportation,Phone,Closed,08/29/2025 12:00:00 AM,08/29/2025 12:00:00 AM,08/29/2025 12:00:00 AM,08/29/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000372,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Closed,03/17/2025 12:00:00 AM,03/17/2025 12:00:00 AM,03/17/2025 12:00:00 AM,03/17/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000373,Safety concerns at Lavaca/4th bus stop after dark,Transportation,Phone,Open,02/19/2024 12:00:00 AM,02/19/2024 12:00:00 AM,02/19/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000374,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,07/07/2023 12:00:00 AM,07/07/2023 12:00:00 AM,07/07/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000375,Riders have nowhere to sit at Lavaca/4th,Transportation,Phone,Open,12/10/2023 12:00:00 AM,12/10/2023 12:00:00 AM,12/10/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000376,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Open,11/04/2025 12:00:00 AM,11/04/2025 12:00:00 AM,11/04/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000377,Missing seating at Lavaca/4th transit stop,Transportation,Phone,Open,01/02/2023 12:00:00 AM,01/02/2023 12:00:00 AM,01/02/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000378,Request bench installation at Lavaca/4th,Transportation,Phone,Open,09/18/2025 12:00:00 AM,09/18/2025 12:00:00 AM,09/18/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000379,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,08/27/2023 12:00:00 AM,08/27/2023 12:00:00 AM,08/27/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000380,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,07/22/2025 12:00:00 AM,07/22/2025 12:00:00 AM,07/22/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000381,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Closed,01/21/2025 12:00:00 AM,01/21/2025 12:00:00 AM,01/21/2025 12:00:00 AM,01/21/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000382,Bus stop Lavaca/4th exposed to extreme heat/sun,Transportation,Phone,Open,12/01/2023 12:00:00 AM,12/01/2023 12:00:00 AM,12/01/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000383,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Open,02/10/2024 12:00:00 AM,02/10/2024 12:00:00 AM,02/10/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000384,Riders getting wet at Lavaca/4th during rain,Transportation,Phone,Open,04/02/2024 12:00:00 AM,04/02/2024 12:00:00 AM,04/02/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000385,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,11/15/2024 12:00:00 AM,11/15/2024 12:00:00 AM,11/15/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000386,Request bench installation at Lavaca/4th,Transportation,Phone,Open,07/29/2023 12:00:00 AM,07/29/2023 12:00:00 AM,07/29/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000387,Missing seating at Lavaca/4th transit stop,Transportation,Phone,Open,08/10/2023 12:00:00 AM,08/10/2023 12:00:00 AM,08/10/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000388,Request safety improvements at Lavaca/4th stop,Transportation,Phone,Open,02/17/2023 12:00:00 AM,02/17/2023 12:00:00 AM,02/17/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000389,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Open,11/29/2023 12:00:00 AM,11/29/2023 12:00:00 AM,11/29/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000390,Riders getting wet at Lavaca/4th during rain,Transportation,Phone,Open,07/29/2025 12:00:00 AM,07/29/2025 12:00:00 AM,07/29/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000391,Request bench installation at Lavaca/4th,Transportation,Phone,Open,12/29/2025 12:00:00 AM,12/29/2025 12:00:00 AM,12/29/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000392,No benches at Lavaca/4th bus stop,Transportation,Phone,Open,07/11/2025 12:00:00 AM,07/11/2025 12:00:00 AM,07/11/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000393,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Open,05/15/2023 12:00:00 AM,05/15/2023 12:00:00 AM,05/15/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000394,Request shelter installation at Lavaca/4th,Transportation,Phone,Open,07/16/2025 12:00:00 AM,07/16/2025 12:00:00 AM,07/16/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000395,Riders getting wet at Lavaca/4th during rain,Transportation,Phone,Open,02/05/2023 12:00:00 AM,02/05/2023 12:00:00 AM,02/05/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000396,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,05/11/2024 12:00:00 AM,05/11/2024 12:00:00 AM,05/11/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000397,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Closed,05/29/2025 12:00:00 AM,05/29/2025 12:00:00 AM,05/29/2025 12:00:00 AM,05/29/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000398,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,05/11/2025 12:00:00 AM,05/11/2025 12:00:00 AM,05/11/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000399,No benches at Lavaca/4th bus stop,Transportation,Phone,Open,04/18/2023 12:00:00 AM,04/18/2023 12:00:00 AM,04/18/2023 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000400,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,03/19/2025 12:00:00 AM,03/19/2025 12:00:00 AM,03/19/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000401,Bus stop at Lavaca/4th missing shelter - riders exposed to weather,Transportation,Phone,Open,02/15/2025 12:00:00 AM,02/15/2025 12:00:00 AM,02/15/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000402,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Open,10/11/2025 12:00:00 AM,10/11/2025 12:00:00 AM,10/11/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000403,Request shelter installation at Lavaca/4th,Transportation,Phone,Open,08/05/2025 12:00:00 AM,08/05/2025 12:00:00 AM,08/05/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000404,Missing seating at Lavaca/4th transit stop,Transportation,Phone,Closed,07/18/2023 12:00:00 AM,07/18/2023 12:00:00 AM,07/18/2023 12:00:00 AM,07/18/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000405,Transit stop Lavaca/4th needs better lighting,Transportation,Phone,Open,10/02/2024 12:00:00 AM,10/02/2024 12:00:00 AM,10/02/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000406,Missing seating at Lavaca/4th transit stop,Transportation,Phone,Closed,10/03/2025 12:00:00 AM,10/03/2025 12:00:00 AM,10/03/2025 12:00:00 AM,10/03/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000407,Transit stop Lavaca/4th needs shelter for rider protection,Transportation,Phone,Open,05/29/2025 12:00:00 AM,05/29/2025 12:00:00 AM,05/29/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000408,No weather protection at Lavaca/4th transit stop,Transportation,Phone,Closed,07/16/2025 12:00:00 AM,07/16/2025 12:00:00 AM,07/16/2025 12:00:00 AM,07/16/2025 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000409,Riders getting wet at Lavaca/4th during rain,Transportation,Phone,Open,04/08/2026 12:00:00 AM,04/08/2026 12:00:00 AM,04/08/2026 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000410,Riders have nowhere to sit at Lavaca/4th,Transportation,Phone,Open,03/20/2024 12:00:00 AM,03/20/2024 12:00:00 AM,03/20/2024 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000411,Missing seating at Lavaca/4th transit stop,Transportation,Phone,Open,05/19/2025 12:00:00 AM,05/19/2025 12:00:00 AM,05/19/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000412,No shelter at Lavaca/4th transit stop,Transportation,Phone,Open,05/23/2025 12:00:00 AM,05/23/2025 12:00:00 AM,05/23/2025 12:00:00 AM,,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000413,Transit stop Lavaca/4th needs better lighting,Transportation,Phone,Closed,11/01/2023 12:00:00 AM,11/01/2023 12:00:00 AM,11/01/2023 12:00:00 AM,11/01/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000414,No benches at Lavaca/4th bus stop,Transportation,Phone,Closed,11/14/2023 12:00:00 AM,11/14/2023 12:00:00 AM,11/14/2023 12:00:00 AM,11/14/2023 12:00:00 AM,"Lavaca & 4th, AUSTIN, TX",,Lavaca & 4th,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000415,Riders have nowhere to sit at Guadalupe/W. 21st Street,Transportation,Phone,Open,03/22/2023 12:00:00 AM,03/22/2023 12:00:00 AM,03/22/2023 12:00:00 AM,,"Guadalupe & W. 21st Street, AUSTIN, TX",,Guadalupe & W. 21st Street,AUSTIN,78701,TRAVIS,,,,,,,,
SR23000416,Request safety improvements at Guadalupe/W. 21st Street stop,Transportation,Phone,Closed,10/03/2023 12:00:00 AM,10/03/2023 12:00:00 AM,10/03/2023 12:00:00 AM,10/03/2023 12:00:00 AM,"Guadalupe & W. 21st Street, AUSTIN, TX",,Guadalupe & W. 21st Street,AUSTIN,78701,TRAVIS,,,,,,,,
