Rank,Stop Name,Total Calls,SR Number,Complaint Description,Category,Responsible Party,Year,Status,Created Date
5,UT Dean Keeton Station (NB),98,SR23000538,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2026,Closed,02/22/2026 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000539,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2026,Open,03/08/2026 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000540,No shelter at UT Dean Keeton Station (NB) transit stop,Missing Shelter,CapMetro,2025,Open,06/16/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000541,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2025,Open,08/16/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000542,Missing seating at UT Dean Keeton Station (NB) transit stop,Missing Benches,CapMetro,2024,Open,12/07/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000543,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,12/13/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000544,Request bench installation at UT Dean Keeton Station (NB),Missing Benches,CapMetro,2025,Closed,03/16/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000545,Request shelter installation at UT Dean Keeton Station (NB),Missing Shelter,CapMetro,2025,Open,09/25/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000546,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,11/27/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000547,Request shelter installation at UT Dean Keeton Station (NB),Missing Shelter,CapMetro,2024,Closed,08/04/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000548,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Closed,01/29/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000549,Bus stop UT Dean Keeton Station (NB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Closed,10/08/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000550,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2024,Open,05/12/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000551,Request safety improvements at UT Dean Keeton Station (NB) stop,Safety Concerns,City of Austin / CapMetro,2026,Open,01/29/2026 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000552,Riders have nowhere to sit at UT Dean Keeton Station (NB),Other,TBD,2023,Open,01/22/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000553,Riders have nowhere to sit at UT Dean Keeton Station (NB),Other,TBD,2026,Closed,03/09/2026 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000554,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2024,Open,11/25/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000555,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,07/07/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000556,Missing seating at UT Dean Keeton Station (NB) transit stop,Missing Benches,CapMetro,2025,Open,06/12/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000557,Riders have nowhere to sit at UT Dean Keeton Station (NB),Other,TBD,2024,Closed,03/19/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000558,Request bench installation at UT Dean Keeton Station (NB),Missing Benches,CapMetro,2024,Open,06/26/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000559,No weather protection at UT Dean Keeton Station (NB) transit stop,Missing Shelter,CapMetro,2024,Closed,02/01/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000560,Request shelter installation at UT Dean Keeton Station (NB),Missing Shelter,CapMetro,2025,Open,11/13/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000561,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2023,Open,11/24/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000562,Bus stop UT Dean Keeton Station (NB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,03/22/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000563,Riders getting wet at UT Dean Keeton Station (NB) during rain,Weather Exposure,CapMetro,2023,Open,09/30/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000564,Bus stop UT Dean Keeton Station (NB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,11/17/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000565,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2025,Open,11/29/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000566,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2026,Open,02/26/2026 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000567,No shelter at UT Dean Keeton Station (NB) transit stop,Missing Shelter,CapMetro,2025,Open,02/19/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000568,Feeling unsafe waiting at UT Dean Keeton Station (NB),Safety Concerns,City of Austin / CapMetro,2026,Open,01/09/2026 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000569,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2023,Open,04/17/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000570,Missing seating at UT Dean Keeton Station (NB) transit stop,Missing Benches,CapMetro,2024,Open,07/19/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000571,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,03/26/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000572,Request bench installation at UT Dean Keeton Station (NB),Missing Benches,CapMetro,2023,Open,10/22/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000573,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2025,Open,12/24/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000574,Request bench installation at UT Dean Keeton Station (NB),Missing Benches,CapMetro,2023,Closed,02/14/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000575,Transit stop UT Dean Keeton Station (NB) needs weather shelter,Missing Shelter,CapMetro,2025,Closed,12/03/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000576,Request shelter installation at UT Dean Keeton Station (NB),Missing Shelter,CapMetro,2024,Closed,09/15/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000577,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,04/26/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000578,Riders have nowhere to sit at UT Dean Keeton Station (NB),Other,TBD,2024,Open,11/30/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000579,Feeling unsafe waiting at UT Dean Keeton Station (NB),Safety Concerns,City of Austin / CapMetro,2023,Closed,06/29/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000580,Missing seating at UT Dean Keeton Station (NB) transit stop,Missing Benches,CapMetro,2023,Open,04/18/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000581,No shelter at UT Dean Keeton Station (NB) transit stop,Missing Shelter,CapMetro,2023,Open,09/30/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000582,No shelter at UT Dean Keeton Station (NB) transit stop,Missing Shelter,CapMetro,2025,Open,09/30/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000583,Missing seating at UT Dean Keeton Station (NB) transit stop,Missing Benches,CapMetro,2023,Closed,06/17/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000584,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2025,Open,10/28/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000585,No shelter at UT Dean Keeton Station (NB) transit stop,Missing Shelter,CapMetro,2023,Open,07/02/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000586,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2025,Open,12/11/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000587,Bus stop UT Dean Keeton Station (NB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,02/17/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000588,Transit stop UT Dean Keeton Station (NB) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Open,05/23/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000589,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2026,Closed,02/04/2026 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000590,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2024,Closed,07/02/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000591,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2025,Open,11/27/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000592,Missing seating at UT Dean Keeton Station (NB) transit stop,Missing Benches,CapMetro,2025,Open,12/23/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000593,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2024,Open,03/29/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000594,Feeling unsafe waiting at UT Dean Keeton Station (NB),Safety Concerns,City of Austin / CapMetro,2025,Closed,04/27/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000595,Missing seating at UT Dean Keeton Station (NB) transit stop,Missing Benches,CapMetro,2024,Closed,08/07/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000596,Request bench installation at UT Dean Keeton Station (NB),Missing Benches,CapMetro,2023,Open,12/02/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000597,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2026,Open,02/24/2026 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000598,Missing seating at UT Dean Keeton Station (NB) transit stop,Missing Benches,CapMetro,2025,Open,06/06/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000599,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2023,Open,10/01/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000600,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,09/22/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000601,Request safety improvements at UT Dean Keeton Station (NB) stop,Safety Concerns,City of Austin / CapMetro,2024,Open,07/04/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000602,No weather protection at UT Dean Keeton Station (NB) transit stop,Missing Shelter,CapMetro,2023,Open,08/09/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000603,Missing seating at UT Dean Keeton Station (NB) transit stop,Missing Benches,CapMetro,2024,Open,10/23/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000604,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2024,Open,04/11/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000605,No shelter at UT Dean Keeton Station (NB) transit stop,Missing Shelter,CapMetro,2025,Closed,06/27/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000606,Transit stop UT Dean Keeton Station (NB) needs better lighting,Safety (Lighting),City of Austin,2023,Closed,04/27/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000607,Transit stop UT Dean Keeton Station (NB) needs weather shelter,Missing Shelter,CapMetro,2023,Open,09/12/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000608,Riders have nowhere to sit at UT Dean Keeton Station (NB),Other,TBD,2025,Open,02/26/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000609,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,05/05/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000610,Request bench installation at UT Dean Keeton Station (NB),Missing Benches,CapMetro,2023,Open,01/19/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000611,Request shelter installation at UT Dean Keeton Station (NB),Missing Shelter,CapMetro,2023,Open,06/20/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000612,Bus stop UT Dean Keeton Station (NB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,05/04/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000613,Safety concerns at UT Dean Keeton Station (NB) bus stop after dark,Safety (Lighting),City of Austin,2023,Open,06/27/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000614,Request shelter installation at UT Dean Keeton Station (NB),Missing Shelter,CapMetro,2024,Open,03/19/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000615,No benches at UT Dean Keeton Station (NB) bus stop,Missing Benches,CapMetro,2025,Open,03/24/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000616,Transit stop UT Dean Keeton Station (NB) needs better lighting,Safety (Lighting),City of Austin,2024,Open,11/02/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000617,Request safety improvements at UT Dean Keeton Station (NB) stop,Safety Concerns,City of Austin / CapMetro,2025,Open,06/11/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000618,No shelter at UT Dean Keeton Station (NB) transit stop,Missing Shelter,CapMetro,2023,Open,02/16/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000619,Safety concerns at UT Dean Keeton Station (NB) bus stop after dark,Safety (Lighting),City of Austin,2023,Closed,03/11/2023 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000620,Bus stop UT Dean Keeton Station (NB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Closed,05/28/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000621,Transit stop UT Dean Keeton Station (NB) needs better lighting,Safety (Lighting),City of Austin,2024,Open,04/11/2024 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000622,Bus stop at UT Dean Keeton Station (NB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2026,Closed,02/08/2026 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000623,Request bench installation at UT Dean Keeton Station (NB),Missing Benches,CapMetro,2025,Open,07/03/2025 12:00:00 AM
5,UT Dean Keeton Station (NB),98,SR23000624,No weather protection at UT Dean Keeton Station (NB) transit stop,Missing Shelter,CapMetro,2026,Open,03/04/2026 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000625,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),Other,TBD,2024,Open,09/30/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000626,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),Other,TBD,2024,Closed,04/24/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000627,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,Missing Benches,CapMetro,2025,Open,11/28/2025 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000628,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,Missing Shelter,CapMetro,2023,Open,07/17/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000629,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,Missing Shelter,CapMetro,2024,Closed,09/22/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000630,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,12/28/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000631,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Missing Shelter,CapMetro,2025,Open,09/26/2025 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000632,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,Missing Shelter,CapMetro,2023,Open,11/07/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000633,Safety concerns at Vic Mathias/Auditorium Shores (SB) bus stop after dark,Safety (Lighting),City of Austin,2025,Closed,04/07/2025 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000634,Transit stop Vic Mathias/Auditorium Shores (SB) needs shelter for rider protection,Missing Shelter,CapMetro,2024,Closed,04/19/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000635,Bus stop Vic Mathias/Auditorium Shores (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2025,Open,09/25/2025 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000636,Request safety improvements at Vic Mathias/Auditorium Shores (SB) stop,Safety Concerns,City of Austin / CapMetro,2025,Open,06/09/2025 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000637,Request bench installation at Vic Mathias/Auditorium Shores (SB),Missing Benches,CapMetro,2026,Open,02/22/2026 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000638,Bus stop Vic Mathias/Auditorium Shores (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,06/30/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000639,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Missing Shelter,CapMetro,2023,Open,07/06/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000640,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,Weather Exposure,CapMetro,2023,Open,07/30/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000641,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Missing Shelter,CapMetro,2023,Open,09/25/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000642,No benches at Vic Mathias/Auditorium Shores (SB) bus stop,Missing Benches,CapMetro,2024,Open,10/17/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000643,Bus stop Vic Mathias/Auditorium Shores (SB) exposed to extreme heat/sun,Weather Exposure,CapMetro,2024,Open,11/17/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000644,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Missing Shelter,CapMetro,2023,Open,04/14/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000645,Request shelter installation at Vic Mathias/Auditorium Shores (SB),Missing Shelter,CapMetro,2025,Open,01/26/2025 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000646,Riders have nowhere to sit at Vic Mathias/Auditorium Shores (SB),Other,TBD,2024,Closed,09/06/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000647,Riders getting wet at Vic Mathias/Auditorium Shores (SB) during rain,Weather Exposure,CapMetro,2023,Closed,01/20/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000648,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Closed,01/07/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000649,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,05/04/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000650,Request bench installation at Vic Mathias/Auditorium Shores (SB),Missing Benches,CapMetro,2024,Open,12/05/2024 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000651,Bus stop at Vic Mathias/Auditorium Shores (SB) missing shelter - riders exposed to weather,Missing Shelter,CapMetro,2023,Open,10/08/2023 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000652,Transit stop Vic Mathias/Auditorium Shores (SB) needs weather shelter,Missing Shelter,CapMetro,2025,Closed,04/20/2025 12:00:00 AM
6,Vic Mathias/Auditorium Shores (SB),95,SR23000653,No shelter at Vic Mathias/Auditorium Shores (SB) transit stop,Missing Shelter,CapMetro,2025,Closed,06/03/2025 12:00:00 AM
